alpha,validation_uar,validation_war
2.0,0.7193522795989589,0.7494432071269488
3.0,0.7217076092787668,0.7516703786191536
4.0,0.7214175767306696,0.7472160356347439
5.0,0.6796083423218148,0.7182628062360802
6.0,0.6895846089394476,0.7282850779510023
