alpha,validation_uar,validation_war
0.1,0.7229648908965797,0.7483296213808464
0.5,0.6972429847192656,0.7305122494432071
1.0,0.7208882199394533,0.7505567928730512
2.0,0.7210768358775949,0.7527839643652561
5.0,0.723584290472336,0.7516703786191536
